label,dual_count,dual_word	
ai,7,مشهورين	
ai,7,لفنانين	
ai,2,تجربتين	
ai,1,التهجين	
ai,3,والاجتماعيين	
ai,3,النهجين	
ai,10,للدولتين	
ai,5,النظامين	
ai,2,مستعينين	
ai,12,الشعريتين	
ai,12,بقوانين	
ai,12,سؤالين	
ai,6,يزالان	
ai,7,وتبيان	
ai,7,المهنتين	
ai,10,المهنتان	
ai,10,هاتان	
ai,6,للتضمين	
ai,8,للفنان	
ai,3,جوهرين	
ai,1,امرأتان	
ai,2,الثقافيين	
ai,2,التشيكيين	
ai,3,والتشيكيين	
ai,2,أمين	
ai,5,بارزتان	
ai,5,ظاهرتان	
ai,5,المخطوبين	
ai,4,السياقين	
ai,2,المدين	
ai,7,والدائنين	
ai,7,للمدينين	
ai,7,للمدين	
ai,1,سميمان	
ai,2,للعباسيين	
ai,1,للفاطميين	
ai,2,عهدين	
ai,8,المتضادين	
ai,3,داروين	
ai,17,المداهنين	
ai,2,المخالفين	
ai,3,المتفاوضين	
ai,2,الأفعوان	
ai,3,والفاعلين	
ai,3,لتحيين	
ai,6,بالدين	
ai,6,التدين	
ai,6,بالتدين	
ai,6,حافيتين	
ai,6,بقدمين	
ai,4,غليزان	
ai,8,واللاحقين	
ai,1,للمتعاملين	
ai,2,للسودان	
ai,8,كمخترعين	
ai,8,ومتفتحين	
ai,8,وظيفتين	
ai,6,الحالتين	
ai,6,بالمتعاقدين	
ai,6,مستغلين	
ai,6,الشاحنين	
ai,8,دقيقين	
ai,8,والشاحنين	
ai,10,الناقلين	
ai,10,لتقنين	
ai,5,جماعيتين	
ai,5,جلستين	
ai,5,امتحان	
ai,5,المقبلين	
ai,4,لامتحان	
ai,5,مرتين	
ai,6,منتجين	
ai,6,كمواطنين	
ai,6,للراغبين	
ai,6,للمدانين	
ai,6,المطلوبين	
ai,9,للمصابين	
ai,4,جدران	
ai,3,الماكثين	
ai,3,الروحيين	
ai,7,ويساهمان	
ai,6,المرافقين	
ai,6,والبالغين	
ai,6,وتسعين	
ai,4,جبران	
ai,5,الشكليين	
ai,7,لجبران	
ai,8,يختلفان	
ai,8,يتفقان	
ai,8,واللسانيين	
ai,8,الكلاسيكيين	
ai,5,لباختين	
ai,3,النحويين	
ai,3,يؤثران	
ai,12,المحترمين	
ai,6,المديين	
ai,6,بارزان	
ai,6,المتطاولين	
ai,4,المتلقين	
ai,3,وتبيين	
ai,3,والمستعملين	
ai,6,اآلخرين	
ai,6,وترجمان	
ai,2,وجان	
ai,4,جان	
ai,4,فيلسوفين	
ai,1,والصرفيين	
ai,3,متلازمين	
ai,6,متزامنين	
ai,2,للمتخصصين	
ai,3,والمختصين	
ai,3,فريقين	
ai,2,الرحالين	
ai,4,للمستعربين	
ai,4,بالمتعاملين	
ai,5,معترفين	
ai,5,بالطورين	
ai,3,واللسان	
ai,1,عاملين	
ai,3,بسيطين	
ai,3,يشكلان	
ai,3,يعكسان	
ai,3,بالزمان	
ai,9,الزمكان	
ai,7,بالزمكان	
ai,7,والزمكان	
ai,1,كنموذجين	
ai,4,المقصودين	
ai,4,وفلسطين	
ai,5,ويوطدان	
ai,5,يثريان	
ai,2,النسقين	
ai,3,نسقين	
ai,3,متعارضين	
ai,3,مضمرين	
ai,8,والخفيين	
ai,8,الظاهرين	
ai,3,المؤشرين	
ai,3,مؤشرين	
ai,1,بأفغانستان	
ai,1,أفغانستان	
ai,6,الجدليتين	
ai,13,متقاربين	
ai,13,متماثلين	
ai,5,حسّان	
ai,2,الخلّان	
ai,1,واليقين	
ai,2,الخلان	
ai,2,إتيان	
ai,9,الفنين	
ai,9,قزمان	
ai,5,إحسان	
ai,5,سبعين	
ai,6,لهذين	
ai,10,الشكلين	
ai,8,الشعريين	
ai,5,وفنانين	
ai,6,متحضرين	
ai,2,لتلقين	
ai,3,الهدفين	
ai,6,الفعّالين	
ai,6,لللاعبين	
ai,1,والمثقفين	
ai,2,تشكّلان	
ai,2,اللّتين	
ai,2,تشكلان	
ai,2,القريواين	
ai,1,الأخيرتين	
ai,4,وآلان	
ai,1,ألان	
ai,2,الدفترين	
ai,8,الدفتران	
ai,6,وألان	
ai,2,اليمنيين	
ai,2,دراستين	
ai,2,روايتين	
ai,2,تطبيقيتين	
ai,5,الإقليميتين	
ai,4,أصليتين	
ai,4,تعتبران	
ai,4,الرتبتين	
ai,4,الكفايتين	
ai,4,نهجين	
ai,4,الترتيبين	
ai,7,يساعدان	
ai,1,للآخرين	
ai,3,للعالمين	
ai,2,معايين	
ai,1,والمستمعين	
ai,3,ومعان	
ai,3,الأوطان	
ai,3,الحنين	
ai,2,أساطين	
ai,4,مؤسسين	
ai,5,بهاتين	
ai,5,التاليين	
ai,5,الظاهرتان	
ai,8,يرتبطان	
ai,5,المتفرجين	
ai,5,مسرحيين	
ai,5,مخرجين	
ai,3,المسرحيين	
ai,6,للمربين	
ai,4,والمحكومين	
ai,1,للبلاغيين	
ai,4,والعين	
ai,3,والاستبيان	
ai,3,كزمان	
ai,2,كمكان	
ai,2,الأجلين	
ai,4,الأمدين	
ai,3,والزيريين	
ai,5,العنصرين	
ai,7,المشتركين	
ai,7,المتعامليين	
ai,7,ويستعين	
ai,5,والمعنيين	
ai,7,المتباين	
ai,3,المشاهدين	
ai,1,المحبوسين	
ai,2,حديثتين	
ai,2,كتقنيتين	
ai,4,المساجين	
ai,4,المدانين	
ai,1,إعلان	
ai,3,الألمانيان	
ai,3,الفيلسوفان	
ai,4,ويشكلان	
ai,4,الفضاءين	
ai,12,الكلمتين	
ai,12,تعبيريين	
ai,12,شكلين	
ai,3,يستخدمان	
ai,5,ويعملان	
ai,5,متكاملان	
ai,5,الرئيسيان	
ai,5,الفضاءان	
ai,1,بالبطلان	
ai,4,ممارسين	
ai,7,البديلين	
ai,3,إيطاليين	
ai,4,والمجرمين	
ai,4,اللازمين	
ai,4,والشرطين	
ai,2,المنقذين	
ai,3,ولضمان	
ai,3,للمنقذين	
ai,7,الاقتصاديين	
ai,11,بإعلان	
ai,11,المتنافسين	
ai,2,والحنين	
ai,3,المتقاضين	
ai,4,بإمكان	
ai,10,العموميين	
ai,5,اقتصاديتين	
ai,5,أزمتين	
ai,6,الجامعيين	
ai,4,ناتجتين	
ai,1,الوالدين	
ai,2,العالميين	
ai,8,الطبيين	
ai,8,المهنيين	
ai,4,مصلحتين	
ai,4,للمكلفين	
ai,3,المدينين	
ai,6,للمدربين	
ai,6,المنتسبين	
ai,4,للأسلوبيين	
ai,2,والمتعاملين	
ai,3,والمساهمين	
ai,1,ولاكان	
ai,5,البيداغوجيين	
ai,10,الميزانين	
ai,2,يتبين	
ai,3,مستندين	
ai,1,بالمحامين	
ai,4,المحامين	
ai,3,إطارين	
ai,3,والتعيين	
ai,6,المخترعين	
ai,7,الحين	
ai,7,المتقاعدين	
ai,2,للعناوين	
ai,2,والعناوين	
ai,6,المتميزين	
ai,6,القياسين	
ai,4,ويتعين	
ai,4,اليمين	
ai,4,للروايتين	
ai,8,وإيران	
ai,8,معسكرين	
ai,6,مختارتين	
ai,3,المالكين	
ai,2,والمبتدئين	
ai,2,والمتجردين	
ai,3,والمدانين	
ai,4,معينين	
ai,4,منتخبين	
ai,4,موظفين	
ai,2,العامين	
ai,4,قياسين	
ai,1,الدوليين	
ai,4,للبرلمانيين	
ai,6,خاضعين	
ai,3,الأكسجين	
ai,1,الجانحين	
ai,3,حرمان	
ai,3,للحرمان	
ai,3,المزورين	
ai,8,الموثقين	
ai,3,الزورين	
ai,9,للموثقين	
ai,9,المتورطين	
ai,9,عموميين	
ai,9,كموظفين	
ai,5,يواجهان	
ai,4,والمتحكمين	
ai,4,المتمكنين	
ai,6,القادرين	
ai,1,للعذريين	
ai,2,نقيضين	
ai,2,بالمستهلكين	
ai,4,تربويين	
ai,5,استبيانين	
ai,2,الفكريين	
ai,7,الإسكان	
ai,7,المطورين	
ai,4,واللجان	
ai,4,باللجان	
ai,7,اللجان	
ai,13,فاعلين	
ai,13,الأساسيتين	
ai,13,الركيزتين	
ai,1,المتسببين	
ai,6,اليقين	
ai,2,الصحفيين	
ai,2,المحررين	
ai,3,المُسلمين	
ai,5,الإعلاميين	
ai,5,للمنتجين	
ai,5,لمضامين	
ai,5,واللاعبين	
ai,5,المتابعين	
ai,5,للمشاهدين	
ai,8,للمتفرجين	
ai,7,والمتابعين	
ai,4,للمعنيين	
ai,2,والمهمشين	
ai,4,يعانين	
ai,3,سريان	
ai,5,الأعوان	
ai,5,ولبنان	
ai,5,مدرستين	
ai,5,واسعين	
ai,4,المرسومين	
ai,2,المدخرين	
ai,2,والمدين	
ai,5,باستبيان	
ai,6,للمخرجين	
ai,5,وصحافيين	
ai,5,سياسيين	
ai,7,يمنحان	
ai,2,بالإنسان	
ai,4,والإعلاميين	
ai,4,والمواطنين	
ai,4,مترابطان	
ai,7,ومحللين	
ai,4,الناشطين	
ai,6,المحترفين	
ai,6,ومشتركين	
ai,6,ناشطين	
ai,4,الحكوميين	
ai,4,إعلاميين	
ai,5,والقاصرين	
ai,10,بسلطان	
ai,10,الباحثتان	
ai,5,مشاهدين	
ai,5,الموضوعيين	
ai,5,ومتعاملين	
ai,3,وإعلاميين	
ai,8,النشطين	
ai,1,والمخالفين	
ai,3,تيقنتورين	
ai,3,أسبوعين	
ai,4,العمليتين	
ai,3,منسقين	
ai,2,المخلصين	
ai,2,للجنين	
ai,2,الجنين	
ai,4,باحثان	
ai,9,مؤمنين	
ai,1,المحتملين	
ai,7,للمادتين	
ai,7,سلطتان	
ai,2,الشرعيين	
ai,2,والإعلان	
ai,3,القاصرين	
ai,7,للوالدين	
ai,3,الرئيسان	
ai,3,السببان	
ai,3,الطبيعيين	
ai,2,للأركان	
ai,3,شقين	
ai,1,والمحيطين	
ai,5,بالباحثين	
ai,4,بالزوجين	
ai,1,اللاحقين	
ai,2,ورهان	
ai,8,للزوجين	
ai,12,والبرلمان	
ai,6,الزانيين	
ai,3,مدمجين	
ai,7,المناسبين	
ai,2,الإدمان	
ai,3,للمهنيين	
ai,9,والائتمان	
ai,4,متغيرين	
ai,7,ولجان	
ai,5,للبرلمان	
ai,3,رمضان	
ai,2,ميدانيين	
ai,2,للخريجين	
ai,2,متوازيان	
ai,2,نمطان	
ai,2,للمسرحيين	
ai,4,والصحفيين	
ai,7,الفلسفيين	
ai,3,واليونانيين	
ai,4,حيان	
ai,1,إمكان	
ai,1,وحنان	
ai,2,كافيين	
ai,4,للعدوان	
ai,4,لليقين	
ai,3,فيتامين	
ai,2,الحجارين	
ai,2,النحاتين	
ai,1,الحجّارين	
ai,2,والتحصين	
ai,5,التحصين	
ai,8,المنطقتين	
ai,4,بتباين	
ai,10,مختارين	
ai,10,لأعيان	
ai,10,وديان	
ai,3,وأداتين	
ai,2,المنهاجيين	
ai,3,والضمان	
ai,5,اختبارين	
ai,4,للأكاديميين	
ai,7,الطيران	
ai,15,ومحليين	
ai,15,وإقليميين	
ai,15,دوليين	
ai,11,والتأمين	
ai,5,والمستضعفين	
ai,5,والمقهورين	
ai,5,للمنفيين	
ai,5,للمظلومين	
ai,11,العدوانيين	
ai,6,المنبوذين	
ai,6,المظلومين	
ai,4,والمرشدين	
ai,4,المريضتين	
ai,4,والفقدان	
ai,5,المحتاجين	
ai,3,لحالتين	
ai,6,والأقران	
ai,10,للناشئين	
ai,1,تلعبان	
ai,5,ليمان	
ai,2,موازين	
ai,5,الآليتين	
ai,5,وسيلتين	
ai,4,نسبيان	
ai,4,مفهومان	
ai,4,عانين	
ai,3,نسبيين	
ai,3,المتناظرين	
ai,4,المتحاورين	
ai,6,أعوان	
ai,3,التجربتين	
ai,3,للتجربتين	
ai,5,بالأمان	
ai,2,بتضمين	
ai,8,المستعدين	
ai,9,المشرفين	
ai,12,المنفذين	
ai,6,فالدين	
ai,3,المستضعفين	
ai,3,المراجعين	
ai,9,بالمعاقين	
ai,2,الشركتين	
ai,2,للشركتين	
ai,3,المختارين	
ai,6,تساهمان	
ai,9,تعملان	
ai,3,والبحرين	
ai,6,لأعوان	
ai,4,مصابين	
ai,6,آليتين	
ai,6,والسياسيين	
ai,7,أوزكان	
ai,3,المولودين	
ai,6,المكفوفين	
ai,3,والخريجين	
ai,9,المبصرين	
ai,6,الناشئين	
ai,4,والتقنيين	
ai,6,والفنيين	
ai,6,المركزين	
ai,3,يمثّلان	
ai,4,المحرومين	
ai,7,الأمريكيتين	
ai,7,المؤسستين	
ai,7,أجنبيتين	
ai,7,نفطيتين	
ai,7,ومؤسستين	
ai,4,واثنتين	
ai,6,الأجنبيتان	
ai,6,المؤسستان	
ai,2,ومؤشرين	
ai,2,الاتجاهين	
ai,2,والإحسان	
ai,7,للمراجعين	
ai,4,الحيوان	
ai,3,والتخزين	
ai,7,وخمسين	
ai,5,متكافئتين	
ai,3,الأسلوبين	
ai,6,والتضمين	
ai,7,المدربين	
ai,11,للرياضيين	
ai,8,عينتين	
ai,3,كوبرتان	
ai,4,الداعمين	
ai,4,المستجيبين	
ai,3,الأعين	
ai,2,مشاركين	
ai,9,ثمين	
ai,10,للمربيين	
ai,4,والمران	
ai,7,المذهبيين	
ai,5,عاديين	
ai,4,المحكمتين	
ai,2,المحاكمتين	
ai,6,مطلبين	
ai,3,المُدرّسين	
ai,6,كعنصرين	
ai,4,المودعين	
ai,11,للمودعين	
ai,11,والمودعين	
ai,1,والرضوان	
ai,12,المُهجّرين	
ai,4,والمجتهدين	
ai,7,المهجرين	
ai,10,المهجّرين	
ai,9,التحليلين	
ai,9,الإحصائيتين	
ai,4,وتقنين	
ai,5,الرئتين	
ai,5,المتوفين	
ai,5,المتبرعين	
ai,5,متبرعين	
ai,4,بالجنين	
ai,10,والمتلقين	
ai,1,والإدمان	
ai,8,والسلطان	
ai,6,القائلين	
ai,5,المفهومان	
ai,8,فعالتين	
ai,8,كوسيلتين	
ai,2,هدفين	
ai,1,والريحان	
ai,2,والرِّيحان	
ai,2,والطامحين	
ai,2,للساكنين	
ai,4,للقطاعين	
ai,3,للقائمين	
ai,3,للمختصين	
ai,6,للمتأثرين	
ai,6,العصيان	
ai,3,للبطالين	
ai,3,البطالين	
ai,7,مهنيين	
ai,5,والفكرين	
ai,3,المدققين	
ai,3,آلان	
ai,3,المبتكرين	
ai,7,وألبان	
ai,7,مُعتمدين	
ai,8,والصين	
ai,8,النهرين	
ai,5,للسلاطين	
ai,4,الوجهتين	
ai,3,ريالين	
ai,19,والصليبين	
ai,19,الصليبين	
ai,19,الأرثوذكسيين	
ai,6,مكملين	
ai,6,كفرعين	
ai,6,وإنتاجيين	
ai,6,ديناميكيين	
ai,2,للفلين	
ai,9,بالمنطقتين	
ai,3,والمحكمين	
ai,4,المهانين	
ai,4,المهان	
ai,7,مبدأين	
ai,11,منطلقين	
ai,3,كإيمان	
ai,3,والمؤلفين	
ai,5,المستقبليين	
ai,18,متداخلان	
ai,18,موضوعان	
ai,3,عاطلين	
ai,8,والمحللين	
ai,4,استعان	
ai,4,وبالإمكان	
ai,4,متقاطعين	
ai,4,متنافسان	
ai,4,مجالان	
ai,9,الاتزان	
ai,5,الشعبتين	
ai,13,المتغيرتين	
ai,5,والمشغلين	
ai,5,المعتمدين	
ai,5,الاختبارين	
ai,8,للمتغيرين	
ai,8,التطبيقين	
ai,8,الحسابيين	
ai,8,المتوسطين	
ai,3,واثنين	
ai,3,مائتين	
ai,5,للبلدين	
ai,3,المتكافئتين	
ai,3,بالمجموعتين	
ai,5,المتساويتين	
ai,5,العينتين	
ai,10,وآخرين	
ai,3,بالعاملين	
ai,1,ولتحسين	
ai,10,للمجموعتين	
ai,3,ضروريين	
ai,3,كعاملين	
ai,2,سبيرمان	
ai,5,سبييرمان	
ai,3,الإتقان	
ai,3,شهرين	
ai,3,مسجلين	
ai,7,وتباين	
ai,6,اقتصاديين	
ai,6,والمتفوقين	
ai,10,بالموهوبين	
ai,7,والمتميزين	
ai,3,الدوران	
ai,3,بعدين	
ai,2,متربصين	
ai,6,متدربين	
ai,7,القابلين	
ai,7,متساويتين	
ai,8,ومتكافئتين	
ai,7,والمقابلين	
ai,2,جولمان	
ai,2,فكان	
ai,6,يونجمان	
ai,11,زقان	
ai,4,والقرنين	
ai,6,للمنفذين	
ai,7,يعبران	
ai,10,يؤديان	
ai,2,والجنسين	
ai,7,للمنهجيتين	
ai,4,منهجين	
ai,7,تصميمين	
ai,5,مهارتين	
ai,7,ومتجانستين	
ai,8,التغيران	
ai,5,ليونجمان	
ai,7,ليونغمان	
ai,6,ريفين	
ai,2,بنين	
ai,2,والإسكان	
ai,2,المناهجين	
ai,4,مختلفتين	
ai,4,منطقتين	
ai,9,متوسطتين	
ai,5,المعماريين	
ai,5,المهندسين	
ai,1,بالعمران	
ai,4,مستقلتين	
ai,4,لعينتين	
ai,4,وماكلان	
ai,3,بالمتخصصين	
ai,7,الصحيفتين	
ai,7,المنصرين	
ai,7,الصحيفتان	
ai,3,رائدتين	
ai,3,كيفيتين	
ai,5,محدودان	
ai,8,يتيحان	
ai,3,الحضريين	
ai,7,الفاسدين	
ai,7,للصحفيين	
ai,7,الصحافيين	
ai,5,عالميين	
ai,5,مواطنين	
ai,7,مفتين	
ai,2,الافتراضيين	
ai,2,للمجرمين	
ai,2,تيغنتورين	
ai,5,والطبيين	
ai,2,المتطرفين	
ai,3,اختصاصيين	
ai,3,والمنضمين	
ai,6,الصحيين	
ai,6,والمتبرعين	
ai,6,والمستفيدين	
ai,5,والمتلقيين	
ai,1,المقاتلين	
ai,2,والقانونيين	
ai,5,ثين	
ai,3,الجيران	
ai,8,الانسان	
ai,2,محدودين	
ai,2,ومارتين	
ai,5,دوران	
ai,8,السائقين	
ai,1,المروجين	
ai,1,الماواراجودران	
ai,4,الجدران	
ai,3,القضيتين	
ai,3,لوين	
ai,1,متواصلين	
ai,1,مزودين	
ai,6,الفاتحين	
ai,2,ومدرسين	
ai,5,اللايقين	
ai,5,كونيتين	
ai,5,حربين	
ai,2,ناحيتين	
ai,2,زاويتين	
ai,2,واللايقين	
ai,7,وأفغانستان	
ai,7,القطبين	
ai,7,الطغيان	
ai,6,عالميتين	
ai,5,البيتكوين	
ai,2,إدمان	
ai,2,بإدمان	
ai,2,يقطين	
ai,4,زيدان	
ai,3,وزيدان	
ai,3,المذكورتين	
ai,10,وصحفيين	
ai,10,رياضيين	
ai,10,محللين	
ai,5,الإفريقيين	
ai,3,المشجعين	
ai,5,جزئين	
ai,9,الأولمبيين	
ai,2,ركنين	
ai,8,وكيان	
ai,4,متوازيين	
ai,4,نصين	
ai,3,مقارنتين	
ai,2,طغيان	
ai,2,يتفاعلان	
ai,4,المعجبين	
ai,3,يُظهران	
ai,3,الطائفتين	
ai,5,والحديثين	
ai,5,يُستعين	
ai,5,للطائفتين	
ai,5,والمعارضين	
ai,5,المؤيدين	
ai,5,المتعارضتين	
ai,2,واعيين	
ai,3,يصبحان	
ai,11,موهوبين	
ai,11,مدربين	
ai,4,القصّاصين	
ai,1,واعلان	
ai,7,الأزمتان	
ai,2,والمشتغلين	
ai,5,وميلان	
ai,3,والبلاغيين	
ai,1,فئتين	
ai,5,تدريبيتين	
ai,6,المجددين	
ai,6,عصيان	
ai,5,سلطتين	
ai,6,لسلطتين	
ai,5,التعبيرين	
ai,8,الزجالين	
ai,3,الخالان	
ai,3,لوتمان	
ai,6,والتباين	
ai,7,الإسماعيليين	
ai,4,مرحلتين	
ai,6,فترتين	
ai,10,للوجدان	
ai,10,والقبيلتين	
ai,1,تحصين	
ai,3,نوعان	
ai,2,درجتين	
ai,4,يتخذان	
ai,2,يدين	
ai,12,والناقدين	
ai,12,الناقدين	
ai,12,بالتضمين	
ai,5,اللسانيين	
ai,5,معتبرين	
ai,2,ولتمكين	
ai,4,جبلين	
ai,5,للمضامين	
ai,2,لإتقان	
ai,1,بيرملان	
ai,4,المستمعين	
ai,4,جزأين	
ai,2,ابتدائيتين	
ai,3,ولايتين	
ai,14,والعدوان	
ai,2,والامكان	
ai,3,بالخاضعين	
ai,7,الماليتين	
ai,7,الأداتين	
ai,2,والاطمئنان	
ai,2,الضروريين	
ai,7,للمنظورين	
ai,3,الشهيرتين	
ai,5,التّهجين	
ai,3,الأمرين	
ai,4,جديدين	
ai,2,يقظان	
ai,5,التقلديين	
ai,2,لتضمين	
ai,5,والراجلين	
ai,2,يحتاجان	
ai,2,إيمان	
ai,11,المصدرين	
ai,3,ماليين	
ai,6,حكوميين	
ai,7,محاسبين	
ai,4,للمدققين	
ai,2,والأعوان	
ai,6,بالاستبيان	
ai,6,المشمولين	
ai,4,والمنافسين	
ai,3,أساسين	
ai,6,تُظهران	
ai,11,ومصنعين	
ai,11,وموردين	
ai,11,سرعان	
ai,2,بيين	
ai,5,السياحيين	
ai,4,والمصدرين	
ai,4,الموردين	
ai,4,بالسودان	
ai,3,جملتين	
ai,3,بالموظفين	
ai,2,كجانبين	
ai,3,كبعدين	
ai,5,وسكان	
ai,3,السنتين	
ai,7,بمدين	
ai,6,المعين	
ai,5,والتبيين	
ai,3,للمؤلفين	
ai,5,والمزودين	
ai,2,الفلاحين	
ai,3,والمرقين	
ai,3,المتدخلين	
ai,10,والسمانيين	
ai,10,الدولةتين	
ai,7,لعقدين	
ai,6,والمخططين	
ai,8,البنائين	
ai,4,للبنائين	
ai,2,الفرنسيان	
ai,2,المشروعان	
ai,2,وتثمين	
ai,1,والحرمان	
ai,2,بطلان	
ai,5,لتعيين	
ai,7,حكمين	
ai,7,التعريفين	
ai,8,للفاعلين	
ai,2,المتفاعلين	
ai,6,للحرفيين	
ai,6,الحرفيين	
ai,4,والحرفيين	
ai,6,مرتبطين	
ai,3,السريين	
ai,3,للبالغين	
ai,9,التخزين	
ai,3,متعاملين	
ai,2,مسلطين	
ai,3,البيانيين	
ai,1,للاقتصاديين	
ai,3,ومعاصرين	
ai,3,مجاهدين	
ai,7,المعمرين	
ai,11,الكيانين	
ai,15,النافاريين	
ai,5,كالدين	
ai,3,والمحاضرين	
ai,2,بالموردين	
ai,10,ولاعبين	
ai,4,والمتداولين	
ai,7,واتزان	
ai,2,للفلاحين	
ai,10,كعين	
ai,9,بالصحفيين	
ai,4,والمتكلمين	
ai,7,وراغبين	
ai,7,والقادرين	
ai,13,المتكاملتين	
ai,13,الحقلين	
ai,2,والمُسجلين	
ai,2,المسرحين	
ai,5,المقياسين	
ai,5,رئيسيان	
ai,5,خياران	
ai,1,مازافران	
ai,5,ليبرمان	
ai,5,جوهريان	
ai,11,الحقين	
ai,11,المتعارضين	
ai,11,حقين	
ai,9,جوهريين	
ai,5,ومترابطين	
ai,5,موضوعين	
ai,2,يتجهان	
ai,7,المتكاملين	
ai,5,المهمين	
ai,9,واليابان	
ai,3,والمراهقين	
ai,4,التوجهين	
ai,2,وتلقين	
ai,4,ضروريان	
ai,4,أمران	
ai,8,البرلمانيين	
ai,3,والمقيمين	
ai,1,الإرهابيين	
ai,8,ونقابيين	
ai,6,المتربصين	
ai,7,متناقضان	
ai,7,اتجاهان	
ai,5,لمجموعتين	
ai,5,دولتين	
ai,2,للكيان	
ai,3,بمواطنين	
ai,5,بالمواطنين	
ai,5,مقسمين	
ai,3,للعميان	
ai,6,ومحامين	
ai,4,الحيزين	
ai,3,ويُظهران	
ai,3,يُشكلان	
ai,8,لنظامين	
ai,9,كمحركين	
ai,4,المستغرقين	
ai,1,الرقميين	
ai,5,مرخصين	
ai,14,ومرخصين	
ai,14,مفوضين	
ai,2,الجرمين	
ai,3,الخاضعين	
ai,9,مقاولين	
ai,12,المحكمين	
ai,3,اللعان	
ai,4,الرافضين	
ai,5,المراقبين	
ai,1,المستأجرين	
ai,6,والمؤجرين	
ai,6,والمستأجرين	
ai,1,المدان	
ai,6,العقوبتين	
ai,2,تنمويين	
ai,2,برنامجين	
ai,3,والإذعان	
ai,7,كإنسان	
ai,7,المندوبين	
ai,7,المفاوضين	
ai,3,الجمركيين	
ai,11,طبيعيين	
ai,11,بالمفاوضين	
ai,5,فقرتين	
ai,16,والمندوبين	
ai,6,الالكترونيين	
ai,3,التخمين	
ai,2,لأركان	
ai,6,الإيرانيين	
ai,7,للأمان	
ai,9,المستقرين	
ai,5,وممثلين	
ai,3,الواقعتين	
ai,5,عامين	
ai,3,للمالكين	
ai,3,شرطين	
ai,13,والجنين	
ai,3,سفيان	
ai,2,البحرين	
ai,5,ممثلين	
ai,12,الطرفان	
ai,5,والمساعدين	
ai,4,المباشرين	
ai,6,الِّلعان	
ai,10,لللعان	
ai,10,بيمين	
ai,6,المستحقين	
ai,6,المحضونين	
ai,2,للمتقاضين	
ai,10,والمتقاضين	
ai,10,الرقابتين	
ai,4,البطلان	
ai,8,للبطلان	
ai,5,المتخاصمين	
ai,4,المصلحتين	
ai,4,للإخمينيين	
ai,5,الوسيطان	
ai,5,بتعيين	
ai,6,المتجاوزين	
ai,8,العسكريين	
ai,8,تتعلقان	
ai,6,والمهاجرين	
ai,6,النازحين	
ai,4,القضائيين	
ai,3,ووهان	
ai,4,اللذان	
ai,4,قانونين	
ai,2,إيفيان	
ai,8,الرخصتين	
ai,5,المسعفين	
ai,2,المسفدين	
ai,1,واقتران	
ai,2,للمحترفين	
ai,7,لمستهلكين	
ai,5,الغرفتين	
ai,5,البرلمانيتين	
ai,3,والمعدّين	
ai,3,سنتين	
ai,3,المستجدين	
ai,7,عنصران	
ai,6,محوريين	
ai,6,للقاصرين	
ai,1,كآليتين	
ai,1,للتحصين	
ai,6,والقابلين	
ai,3,الهيكلين	
ai,7,المتنازعين	
ai,11,القضاءين	
ai,11,المسارين	
ai,4,للاجئين	
ai,4,واللاجئين	
ai,5,والنازحين	
ai,10,يتقاطعان	
ai,5,والمحليين	
ai,6,ومبحثين	
ai,2,الداخليين	
ai,9,والمدققين	
ai,3,الصخريين	
ai,2,بالضمان	
ai,4,مستعرضين	
ai,3,للأرشيفيين	
ai,3,الأرشيفيين	
ai,8,المخطئين	
ai,5,المكتبيين	
ai,2,تؤثران	
ai,4,وإتقان	
ai,3,مدين	
ai,9,المنظمين	
ai,6,المؤرخَين	
ai,6,المؤرخان	
ai,3,يمتدان	
ai,3,يقتصران	
ai,3,والرومان	
ai,6,والمصريين	
ai,6,الجاهليين	
ai,6,والحيوان	
ai,7,والناصريين	
ai,2,بنيان	
ai,5,ترجمان	
ai,4,الملوثين	
ai,3,قرين	
ai,7,لتبيين	
ai,9,لأذهان	
ai,1,المهرجان	
ai,6,الواقعين	
ai,2,للمقترضين	
ai,3,موردين	
ai,7,للديوان	
ai,6,الدراستين	
ai,3,ومحاسبين	
ai,6,ومختصين	
ai,4,كمحورين	
ai,2,ثلاثين	
ai,10,وسلاطين	
ai,10,السعديين	
ai,10,السودانيين	
ai,8,الحكومتين	
ai,2,والأحزان	
ai,1,وأحزان	
ai,1,برلين	
ai,11,وسلطان	
ai,8,متناقضين	
ai,8,المبدأين	
ai,4,للبريطانيين	
ai,3,للمتضررين	
ai,6,الأميين	
ai,7,البريطانيين	
ai,7,للمبشرين	
ai,7,وجهين	
ai,7,المبشرين	
ai,3,تتمتعان	
ai,3,الإمبراطوريتين	
ai,3,الأمريكتين	
ai,4,الاستعماريتين	
ai,4,للقوتين	
ai,2,الإمبراطوريتان	
ai,3,الفالان	
ai,2,الفلان	
ai,6,وزمان	
ai,10,الدارين	
ai,8,قاصدين	
ai,8,المُستضعفين	
ai,5,ويتطلبان	
ai,3,للمدنيين	
ai,12,سنبين	
ai,6,كعنوان	
ai,1,للاستيطان	
ai,7,باللاجئين	
ai,13,عاين	
ai,2,للكثيرين	
ai,2,بالنسيان	
ai,1,والنسيان	
ai,2,للفاعلِين	
ai,9,للمحضرين	
ai,4,المقاومين	
ai,6,بتدوين	
ai,5,المغربيين	
ai,6,للجغرافيين	
ai,3,المشهورين	
