label,total_entities,unique_entities,diversity_ratio,entity	
ai,29,21,0.7241,ستار	
ai,29,21,0.7241,يوم	
ai,29,21,0.7241,للصحراء	
ai,14,8,0.5714,صديقي	
ai,7,7,1.0,الشرف	
ai,7,7,1.0,المُقرئ	
ai,7,7,1.0,بألوان	
ai,7,7,1.0,لشرف	
ai,12,11,0.9167,شرف	
ai,12,11,0.9167,اليمن	
ai,12,11,0.9167,المقرئ	
ai,12,11,0.9167,الوافي	
ai,12,10,0.8333,بالألوان	
ai,17,16,0.9412,تنصير	
ai,17,16,0.9412,ومدينة	
ai,18,13,0.7222,غرناطة	
ai,18,13,0.7222,لإمارة	
ai,5,5,1.0,امارة	
ai,22,13,0.5909,إمارة	
ai,22,13,0.5909,فعلى	
ai,22,13,0.5909,الإمارة	
ai,22,13,0.5909,والبربر	
ai,16,7,0.4375,والفروق	
ai,21,13,0.619,والفقيه	
ai,15,15,1.0,لتنصير	
ai,15,13,0.8667,الوجدان	
ai,14,13,0.9286,وعمل	
ai,14,13,0.9286,وتدمر	
ai,7,3,0.4286,للنقاش	
ai,11,8,0.7273,للأمراء	
ai,15,7,0.4667,أسياد	
ai,3,3,1.0,لنسخة	
ai,15,12,0.8,عنابة	
ai,4,4,1.0,العنّابي	
ai,17,6,0.3529,ومفتي	
ai,6,6,1.0,محمّد	
ai,6,6,1.0,فقيه	
ai,7,7,1.0,مرزوق	
ai,22,12,0.5455,وفقيه	
ai,13,8,0.6154,روحانية	
ai,5,5,1.0,بالحجاز	
ai,5,5,1.0,الحجاز	
ai,11,10,0.9091,جعفر	
ai,11,10,0.9091,نسخة	
ai,3,3,1.0,بايات	
ai,37,20,0.5405,محفوظ	
ai,22,13,0.5909,مولى	
ai,22,13,0.5909,لآل	
ai,7,3,0.4286,ربيعة	
ai,7,4,0.5714,حمل	
ai,3,2,0.6667,النوبة	
ai,11,5,0.4545,ألكسندر	
ai,5,4,0.8,سعاد	
ai,15,8,0.5333,ورأس	
ai,15,8,0.5333,لرأس	
ai,7,4,0.5714,فرانسوا	
ai,7,4,0.5714,لربيعة	
ai,6,4,0.6667,أدونيس	
ai,6,4,0.6667,بالمستقبل	
ai,3,3,1.0,بوشعيب	
ai,4,4,1.0,تامر	
ai,4,4,1.0,وحسيب	
ai,4,4,1.0,وزكريا	
ai,1,1,1.0,السورية	
ai,11,9,0.8182,السليم	
ai,11,9,0.8182,وخطيب	
ai,3,2,0.6667,التوراة	
ai,4,3,0.75,لأحمد	
ai,5,4,0.8,بشارة	
ai,5,4,0.8,الخوري	
ai,8,4,0.5,وقادر	
ai,4,3,0.75,لليهودية	
ai,6,3,0.5,بشري	
ai,6,6,1.0,مغاربي	
ai,7,5,0.7143,لأمين	
ai,8,6,0.75,بينهما	
ai,10,7,0.7,الثالثة	
ai,12,5,0.4167,ماليزيا	
ai,5,5,1.0,لعفيف	
ai,8,5,0.625,عفيف	
ai,8,5,0.625,لسان	
ai,9,5,0.5556,أنصار	
ai,9,5,0.5556,وأنصار	
ai,11,7,0.6364,لمحمود	
ai,11,7,0.6364,تيمور	
ai,11,7,0.6364,دي	
ai,16,10,0.625,لتيمور	
ai,8,4,0.5,وليد	
ai,5,4,0.8,الطاهر	
ai,7,6,0.8571,لحمزة	
ai,7,6,0.8571,وشعيب	
ai,6,3,0.5,نورالدين	
ai,6,3,0.5,ألمانيا	
ai,4,3,0.75,بألمانيا	
ai,9,6,0.6667,كمستقبل	
ai,6,6,1.0,بريدة	
ai,12,9,0.75,الرشيدي	
ai,13,9,0.6923,بالقرآن	
ai,5,5,1.0,لجان	
ai,4,3,0.75,تميم	
ai,4,3,0.75,البرغوثي	
ai,3,3,1.0,تمّيم	
ai,9,8,0.8889,نور	
ai,8,3,0.375,الحديثين	
ai,11,5,0.4545,والصور	
ai,4,4,1.0,أقصر	
ai,5,4,0.8,بأقصى	
ai,8,5,0.625,رياضي	
ai,19,16,0.8421,القرطبي	
ai,19,16,0.8421,والخليل	
ai,19,16,0.8421,إسحاق	
ai,13,12,0.9231,كعبد	
ai,13,12,0.9231,كابن	
ai,13,12,0.9231,وعيسى	
ai,7,6,0.8571,رومان	
ai,7,5,0.7143,وقناة	
ai,6,4,0.6667,قاهرة	
ai,6,4,0.6667,لغات	
ai,3,3,1.0,الجمل	
ai,4,4,1.0,للجمل	
ai,4,4,1.0,فان	
ai,1,1,1.0,فرديناند	
ai,15,9,0.6,والإسلام	
ai,15,9,0.6,المعتزلة	
ai,3,3,1.0,والجمل	
ai,5,4,0.8,والطالب	
ai,7,4,0.5714,لدي	
ai,10,9,0.9,لطاهر	
ai,10,9,0.9,الأحمر	
ai,18,9,0.5,والتيسير	
ai,9,7,0.7778,وحديثاً	
ai,7,6,0.8571,عرفه	
ai,10,7,0.7,وكمي	
ai,6,5,0.8333,كيان	
ai,6,5,0.8333,حي	
ai,6,5,0.8333,والتأمل	
ai,7,4,0.5714,القاموس	
ai,7,4,0.5714,للقاموس	
ai,7,4,0.5714,قاموس	
ai,3,3,1.0,الخليل	
ai,9,6,0.6667,اليونان	
ai,10,8,0.8,وأمام	
ai,10,8,0.8,وثورة	
ai,6,4,0.6667,ثاني	
ai,10,5,0.5,لماركس	
ai,6,3,0.5,لجورج	
ai,16,10,0.625,وآياته	
ai,4,2,0.5,فرانكفورت	
ai,4,3,0.75,بحكم	
ai,4,3,0.75,الأكبر	
ai,7,3,0.4286,للبنى	
ai,19,14,0.7368,وصلاح	
ai,6,6,1.0,جون	
ai,6,6,1.0,كلود	
ai,9,7,0.7778,وجون	
ai,11,10,0.9091,شباب	
ai,11,10,0.9091,فكرون	
ai,11,10,0.9091,فريق	
ai,2,2,1.0,والتعريب	
ai,6,3,0.5,للغات	
ai,6,5,0.8333,أمازون	
ai,11,10,0.9091,ولصالح	
ai,4,4,1.0,لألمانيا	
ai,3,2,0.6667,جاك	
ai,1,1,1.0,الأمازون	
ai,9,7,0.7778,فارس	
ai,9,5,0.5556,بحماس	
ai,9,5,0.5556,بدأه	
ai,10,7,0.7,لجاك	
ai,10,7,0.7,وحده	
ai,3,3,1.0,اليونسكو	
ai,11,9,0.8182,لفريق	
ai,8,4,0.5,والكوفة	
ai,8,3,0.375,مقدسًا	
ai,3,2,0.6667,ثرياً	
ai,5,4,0.8,شهاب	
ai,5,2,0.4,مقدساً	
ai,9,6,0.6667,التعريب	
ai,9,8,0.8889,قاعدته	
ai,14,9,0.6429,فين	
ai,7,5,0.7143,للغزالي	
ai,6,6,1.0,المقاصد	
ai,6,6,1.0,البحتري	
ai,6,6,1.0,صديق	
ai,4,3,0.75,ومقاصد	
ai,5,4,0.8,حمادي	
ai,5,4,0.8,العمري	
ai,14,7,0.5,أرسطو	
ai,14,7,0.5,عُين	
ai,14,7,0.5,البنّاء	
ai,1,1,1.0,كفاح	
ai,6,5,0.8333,وحديثة	
ai,6,5,0.8333,المراد	
ai,6,5,0.8333,بحسن	
ai,7,4,0.5714,بالتنظيم	
ai,3,2,0.6667,الظاء	
ai,10,7,0.7,بباقي	
ai,10,7,0.7,للظاء	
ai,12,8,0.6667,هادئ	
ai,5,4,0.8,ميخائيل	
ai,5,4,0.8,جوليا	
ai,5,5,1.0,لميخائيل	
ai,9,6,0.6667,تعريب	
ai,6,4,0.6667,البابا	
ai,6,4,0.6667,للفرسان	
ai,5,3,0.6,العباسي	
ai,21,17,0.8095,كريم	
ai,21,17,0.8095,قرآن	
ai,21,17,0.8095,الألوان	
ai,8,4,0.5,اثنين	
ai,3,3,1.0,أردنا	
ai,11,9,0.8182,حمله	
ai,5,4,0.8,إنجلترا	
ai,8,6,0.75,البروتستانت	
ai,12,10,0.8333,لمحيي	
ai,13,11,0.8462,لمحي	
ai,13,8,0.6154,شرقها	
ai,13,8,0.6154,لحملي	
ai,18,11,0.6111,جيمس	
ai,4,4,1.0,هشام	
ai,13,7,0.5385,للمدية	
ai,5,3,0.6,نجيب	
ai,5,3,0.6,حبيب	
ai,2,2,1.0,السامر	
ai,6,4,0.6667,لعمل	
ai,3,3,1.0,يهودية	
ai,12,8,0.6667,عاشور	
ai,12,10,0.8333,الطّاهر	
ai,12,10,0.8333,للطّاهر	
ai,7,6,0.8571,محتشم	
ai,6,6,1.0,عز	
ai,6,5,0.8333,بالآيات	
ai,12,6,0.5,بآيات	
ai,12,6,0.5,وأحاديث	
ai,3,3,1.0,والنهضة	
ai,9,6,0.6667,المزارع	
ai,19,16,0.8421,فطر	
ai,19,16,0.8421,الحرمان	
ai,19,16,0.8421,فطرة	
ai,16,14,0.875,أنا	
ai,16,14,0.875,نوحي	
ai,1,1,1.0,الأميـر	
ai,7,7,1.0,الماهر	
ai,4,4,1.0,صور	
ai,4,2,0.5,أفلاطون	
ai,9,7,0.7778,الكندي	
ai,9,7,0.7778,الدائم	
ai,6,4,0.6667,الشديد	
ai,7,5,0.7143,صبحي	
ai,5,2,0.4,حازم	
ai,2,2,1.0,والفخر	
ai,4,3,0.75,للثعالبي	
ai,3,3,1.0,رائد	
ai,10,8,0.8,والروم	
ai,10,8,0.8,والأحباش	
ai,6,6,1.0,سيدنا	
ai,8,7,0.875,وأين	
ai,6,5,0.8333,جو	
ai,7,5,0.7143,والأمل	
ai,7,6,0.8571,حماة	
ai,9,4,0.4444,والبرهان	
ai,2,2,1.0,مارك	
ai,5,5,1.0,ودافع	
ai,8,5,0.625,البرهان	
ai,10,7,0.7,للصور	
ai,19,8,0.4211,للجمال	
ai,5,3,0.6,الألمانية	
ai,8,5,0.625,كرائد	
ai,8,5,0.625,وهانس	
ai,10,5,0.5,المديني	
ai,5,2,0.4,غابرييل	
ai,4,4,1.0,لغابرييل	
ai,6,6,1.0,ميشيل	
ai,6,6,1.0,غاستون	
ai,7,5,0.7143,الفاروق	
ai,7,4,0.5714,كحق	
ai,9,6,0.6667,وجدان	
ai,5,3,0.6,وحيد	
ai,10,6,0.6,الباقي	
ai,8,7,0.875,ظاهر	
ai,8,6,0.75,لعثمان	
ai,8,6,0.75,التأمل	
ai,22,18,0.8182,السورة	
ai,22,18,0.8182,ومحله	
ai,22,18,0.8182,التّأمّل	
ai,22,18,0.8182,حديثنا	
ai,21,17,0.8095,عمران	
ai,21,17,0.8095,التأمّل	
ai,11,9,0.8182,هود	
ai,9,5,0.5556,والإنترنت	
ai,1,1,1.0,بكرامة	
ai,8,5,0.625,فرانس	
ai,5,3,0.6,وأنتوني	
ai,13,8,0.6154,إيا	
ai,13,8,0.6154,تل	
ai,13,8,0.6154,بال	
ai,13,8,0.6154,لو	
ai,13,8,0.6154,ألنّ	
ai,8,8,1.0,رولان	
ai,6,3,0.5,وبابا	
ai,14,11,0.7857,الصفر	
ai,5,3,0.6,كلي	
ai,29,11,0.3793,والطاهر	
ai,17,9,0.5294,وبن	
ai,17,9,0.5294,بطالب	
ai,10,6,0.6,شكري	
ai,14,9,0.6429,وشرف	
ai,14,9,0.6429,لكرامة	
ai,5,3,0.6,للأندلس	
ai,5,2,0.4,ليلى	
ai,4,4,1.0,فنلندا	
ai,4,4,1.0,وكوريا	
ai,6,5,0.8333,أمل	
ai,8,7,0.875,أيلول	
ai,8,7,0.875,دنقل	
ai,14,6,0.4286,حطين	
ai,7,6,0.8571,كشرير	
ai,4,4,1.0,واحداً	
ai,4,4,1.0,فيلهلم	
ai,8,7,0.875,سمو	
ai,6,4,0.6667,اليقظة	
ai,6,4,0.6667,الحي	
ai,13,7,0.5385,داخله	
ai,23,11,0.4783,وصبغه	
ai,12,7,0.5833,والجمال	
ai,12,7,0.5833,لسعدي	
ai,12,7,0.5833,والألوان	
ai,12,7,0.5833,كسرت	
ai,12,7,0.5833,سعدي	
ai,5,5,1.0,لميلاد	
ai,5,5,1.0,سندًا	
ai,13,11,0.8462,للألوان	
ai,13,11,0.8462,عماد	
ai,13,11,0.8462,أمامه	
ai,7,6,0.8571,لألوان	
ai,9,6,0.6667,بيار	
ai,3,3,1.0,لعز	
ai,3,3,1.0,والمشرف	
ai,7,5,0.7143,كعقبة	
ai,11,5,0.4545,محيط	
ai,5,3,0.6,الجاحظ	
ai,5,3,0.6,للجاحظ	
ai,3,2,0.6667,العقاب	
ai,8,5,0.625,أيدي	
ai,12,8,0.6667,مبارك	
ai,13,11,0.8462,النور	
ai,13,11,0.8462,لطيفة	
ai,3,3,1.0,لزهرة	
ai,5,4,0.8,ديك	
ai,7,7,1.0,بشير	
ai,7,7,1.0,لبشير	
ai,7,5,0.7143,مفتي	
ai,7,3,0.4286,لأبن	
ai,5,4,0.8,البِنَاء	
ai,4,3,0.75,بالروحانية	
ai,2,2,1.0,البِنَاءُ	
ai,5,5,1.0,وصور	
ai,4,4,1.0,رمزي	
ai,3,3,1.0,بروكسل	
ai,3,3,1.0,لعامي	
ai,5,4,0.8,لأمل	
ai,5,4,0.8,بجدية	
ai,5,5,1.0,سانت	
ai,7,4,0.5714,والعراق	
ai,13,7,0.5385,الفريق	
ai,13,7,0.5385,للطالب	
ai,8,7,0.875,شوال	
ai,10,8,0.8,شديد	
ai,10,8,0.8,ثالث	
ai,9,6,0.6667,للنجاح	
ai,15,13,0.8667,وإبرام	
ai,15,13,0.8667,مارس	
ai,13,10,0.7692,لقبائل	
ai,4,4,1.0,بالسلامة	
ai,6,2,0.3333,بسلامة	
ai,5,4,0.8,الخبر	
ai,5,4,0.8,لمقاصد	
ai,10,5,0.5,وحمل	
ai,10,5,0.5,الصائب	
ai,18,11,0.6111,داود	
ai,18,11,0.6111,وسليمان	
ai,18,11,0.6111,لوط	
ai,13,9,0.6923,وحي	
ai,3,3,1.0,داوود	
ai,5,5,1.0,وكرامة	
ai,5,5,1.0,بالمدينة	
ai,19,15,0.7895,وإفريقيا	
ai,19,15,0.7895,والمعادن	
ai,19,15,0.7895,الوسواس	
ai,7,3,0.4286,ككيان	
ai,7,5,0.7143,يسري	
ai,8,6,0.75,ديفيد	
ai,8,6,0.75,كامب	
ai,8,6,0.75,لمصر	
ai,13,8,0.6154,وإسرائيل	
ai,15,7,0.4667,محيطها	
ai,7,5,0.7143,الحلاج	
ai,7,5,0.7143,صادق	
ai,7,5,0.7143,والبيان	
ai,12,8,0.6667,أديب	
ai,12,10,0.8333,لحياة	
ai,7,6,0.8571,ياقوت	
ai,8,7,0.875,والأندلس	
ai,3,3,1.0,لحبيب	
ai,11,8,0.7273,والأئمة	
ai,4,3,0.75,مارتن	
ai,5,5,1.0,سلمى	
ai,10,9,0.9,قانا	
ai,8,8,1.0,لجأت	
ai,6,4,0.6667,لجمال	
ai,10,7,0.7,لإلهام	
ai,8,5,0.625,للفروق	
ai,6,2,0.3333,دونالد	
ai,7,6,0.8571,مسعود	
ai,9,8,0.8889,نيجيريا	
ai,9,8,0.8889,برهان	
ai,10,7,0.7,زهير	
ai,10,7,0.7,كُتبت	
ai,16,13,0.8125,والحاج	
ai,13,12,0.9231,والمختار	
ai,23,14,0.6087,حسن	
ai,23,14,0.6087,النيجر	
ai,11,8,0.7273,الرشيد	
ai,11,8,0.7273,بغداد	
ai,16,12,0.75,والهادي	
ai,16,12,0.75,المهدي	
ai,16,12,0.75,عسيرة	
ai,16,12,0.75,ونجاة	
ai,16,12,0.75,والرشيد	
ai,4,3,0.75,عبدالكريم	
ai,10,8,0.8,عبدالقاهر	
ai,24,11,0.4583,عبدالله	
ai,24,11,0.4583,الإحسان	
ai,24,11,0.4583,الصلاح	
ai,7,5,0.7143,موريتانيا	
ai,9,7,0.7778,وترك	
ai,5,5,1.0,وتعريب	
ai,11,10,0.9091,المظفر	
ai,11,10,0.9091,وليفي	
ai,18,15,0.8333,فون	
ai,18,15,0.8333,ليفي	
ai,10,9,0.9,ويوسف	
ai,11,8,0.7273,بوداد	
ai,14,8,0.5714,ألوان	
ai,28,15,0.5357,بحياة	
ai,12,6,0.5,وسناء	
ai,12,6,0.5,الجبل	
ai,14,10,0.7143,وزير	
ai,14,10,0.7143,أمير	
ai,11,10,0.9091,الرضوان	
ai,13,9,0.6923,البخاري	
ai,16,11,0.6875,يعقوب	
ai,7,6,0.8571,بآمال	
ai,12,8,0.6667,ومتصوفاً	
ai,7,7,1.0,لاثنين	
ai,8,8,1.0,والمغاربي	
ai,9,8,0.8889,ومتصوفة	
ai,10,5,0.5,سناء	
ai,4,3,0.75,وسراج	
ai,13,11,0.8462,الشرقٌ	
ai,13,11,0.8462,نواكشوط	
ai,13,11,0.8462,بدوي	
ai,11,9,0.8182,والمحيط	
ai,12,9,0.75,الأفارقة	
ai,12,9,0.75,لنيل	
ai,12,9,0.75,بتضامن	
ai,7,3,0.4286,زكرياء	
ai,11,6,0.5455,المغول	
ai,11,6,0.5455,جالوت	
ai,22,10,0.4545,سلطان	
ai,8,5,0.625,كياناً	
ai,10,5,0.5,كيانًا	
ai,12,10,0.8333,يافع	
ai,13,10,0.7692,لأمير	
ai,19,12,0.6316,الحكيم	
ai,19,12,0.6316,الفرقان	
ai,19,12,0.6316,لسورة	
ai,7,5,0.7143,وعظمة	
ai,3,2,0.6667,واليأس	
ai,5,5,1.0,وميشيل	
ai,8,4,0.5,والصالح	
ai,15,12,0.8,مدينته	
ai,5,4,0.8,للحدّ	
ai,6,4,0.6667,إلياذة	
ai,5,4,0.8,والقطاع	
ai,5,4,0.8,المتوكل	
ai,5,5,1.0,براغ	
ai,4,3,0.75,أمين	
ai,10,7,0.7,وبحكم	
ai,11,8,0.7273,شرع	
ai,11,6,0.5455,بالشريعة	
ai,5,3,0.6,كحاكم	
ai,6,4,0.6667,الفخر	
ai,7,5,0.7143,السلاجقة	
ai,9,5,0.5556,ونوفمبر	
ai,8,6,0.75,والطربوش	
ai,8,6,0.75,والروحانية	
ai,13,7,0.5385,الروحانيون	
ai,8,4,0.5,الروحاني	
ai,16,12,0.75,صبره	
ai,16,12,0.75,السعادة	
ai,12,6,0.5,السمو	
ai,4,4,1.0,والحكم	
ai,5,3,0.6,سينا	
ai,4,4,1.0,والسيد	
ai,6,4,0.6667,والمسيرة	
ai,6,5,0.8333,كمورد	
ai,6,6,1.0,مقدسة	
ai,6,6,1.0,بالمقدس	
ai,3,3,1.0,للطاهر	
ai,6,5,0.8333,وهشام	
ai,6,5,0.8333,إدوارد	
ai,10,8,0.8,الجابري	
ai,17,5,0.2941,وليام	
ai,6,4,0.6667,ألبرت	
ai,6,3,0.5,بليث	
ai,6,5,0.8333,ألبير	
ai,13,7,0.5385,للثّورة	
ai,13,7,0.5385,الثّورة	
ai,5,5,1.0,يناير	
ai,7,5,0.7143,ولايات	
ai,17,9,0.5294,وقطاع	
ai,7,6,0.8571,عبدالقادر	
ai,17,11,0.6471,سيده	
ai,17,11,0.6471,الحاء	
ai,10,6,0.6,الثرية	
ai,10,6,0.6,للأزهري	
ai,6,5,0.8333,جبران	
ai,6,5,0.8333,الروس	
ai,13,6,0.4615,لجبران	
ai,3,3,1.0,البركات	
ai,4,4,1.0,والقاعدة	
ai,13,11,0.8462,ولجأت	
ai,16,14,0.875,نبيلة	
ai,6,4,0.6667,بالقطاع	
ai,9,4,0.4444,الطاء	
ai,21,11,0.5238,ألن	
ai,21,11,0.5238,بإحدى	
ai,21,11,0.5238,الب	
ai,21,11,0.5238,كالفرس	
ai,9,7,0.7778,وجان	
ai,9,7,0.7778,سارتر	
ai,11,6,0.5455,جان	
ai,11,6,0.5455,وجورج	
ai,5,5,1.0,الجُمل	
ai,4,2,0.5,وقاموس	
ai,8,6,0.75,وفريق	
ai,8,8,1.0,ثالثة	
ai,7,6,0.8571,للبشير	
ai,5,5,1.0,للمستعربين	
ai,4,3,0.75,لصابر	
ai,9,9,1.0,الربيع	
ai,9,9,1.0,واليمن	
ai,9,9,1.0,سوريا	
ai,2,2,1.0,قناة	
ai,8,7,0.875,الجواد	
ai,8,7,0.875,رجب	
ai,8,7,0.875,لأسماء	
ai,11,8,0.7273,لرجب	
ai,11,8,0.7273,الانتفاضات	
ai,8,7,0.875,جمادى	
ai,8,7,0.875,بتنظيم	
ai,9,7,0.7778,وعمّار	
ai,5,4,0.8,سورتي	
ai,10,6,0.6,وفاطر	
ai,9,5,0.5556,والمولّد	
ai,5,5,1.0,وفلسطين	
ai,4,4,1.0,للمحسن	
ai,9,6,0.6667,للولايات	
ai,9,6,0.6667,بأفغانستان	
ai,6,5,0.8333,أفغانستان	
ai,3,3,1.0,بركات	
ai,6,4,0.6667,صبغة	
ai,4,4,1.0,بالمقدّس	
ai,4,4,1.0,المقدّس	
ai,12,8,0.6667,لإبراهيم	
ai,5,3,0.6,رشيد	
ai,2,2,1.0,ورائدة	
ai,6,4,0.6667,للمقاصد	
ai,8,7,0.875,إحسان	
ai,13,6,0.4615,بسّام	
ai,16,12,0.75,عباس	
ai,12,10,0.8333,ومحمود	
ai,4,3,0.75,فيمن	
ai,12,6,0.5,الرّومي	
ai,12,6,0.5,الرومي	
ai,14,13,0.9286,ذهب	
ai,9,6,0.6667,والغزالي	
ai,9,6,0.6667,تترك	
ai,8,8,1.0,للزينة	
ai,3,3,1.0,إلياذته	
ai,15,6,0.4,ورود	
ai,5,3,0.6,بوهران	
ai,6,3,0.5,عزت	
ai,20,14,0.7,والصلاح	
ai,20,14,0.7,سعودة	
ai,9,6,0.6667,وأليكس	
ai,9,6,0.6667,حيدر	
ai,9,6,0.6667,وألآن	
ai,15,12,0.8,بالمهدي	
ai,15,12,0.8,مراكش	
ai,6,5,0.8333,وآلان	
ai,11,5,0.4545,للحديث	
ai,11,5,0.4545,ألان	
ai,8,7,0.875,لبايات	
ai,28,15,0.5357,بوعزيز	
ai,13,11,0.8462,وعلي	
ai,16,10,0.625,وألان	
ai,7,5,0.7143,لسهيل	
ai,6,6,1.0,جمل	
ai,9,5,0.5556,الاعرج	
ai,6,5,0.8333,وفاس	
ai,13,6,0.4615,وغرناطة	
ai,5,3,0.6,سهيل	
ai,8,5,0.625,لذهب	
ai,12,6,0.5,للذهب	
ai,19,6,0.3158,بذهب	
ai,12,7,0.5833,أحاديث	
ai,8,8,1.0,عبده	
ai,9,6,0.6667,أسد	
ai,14,10,0.7143,لأسد	
ai,7,4,0.5714,للأمم	
ai,11,9,0.8182,سلمي	
ai,6,6,1.0,بمقاصد	
ai,16,6,0.375,قرطبة	
ai,6,4,0.6667,صبراً	
ai,14,10,0.7143,وعماد	
ai,14,10,0.7143,ونجيب	
ai,3,3,1.0,منّور	
ai,13,7,0.5385,الريحاني	
ai,15,5,0.3333,الهمز	
ai,12,9,0.75,للهمز	
ai,7,5,0.7143,ميشال	
ai,13,7,0.5385,لميشال	
ai,5,3,0.6,للخطيب	
ai,6,4,0.6667,سبتمبر	
ai,5,4,0.8,والعين	
ai,5,4,0.8,والحاء	
ai,6,3,0.5,نادية	
ai,12,6,0.5,بُنى	
ai,12,6,0.5,آمال	
ai,7,4,0.5714,لوصيف	
ai,7,7,1.0,بالجمال	
ai,7,5,0.7143,مكي	
ai,9,9,1.0,حميدة	
ai,4,4,1.0,لرشيد	
ai,13,6,0.4615,الزهرة	
ai,6,3,0.5,الأمام	
ai,8,4,0.5,لتونس	
ai,5,4,0.8,بفتح	
ai,5,3,0.6,لإدريس	
ai,8,6,0.75,سيدة	
ai,3,3,1.0,بلاك	
ai,3,3,1.0,تايلور	
ai,6,4,0.6667,غاما	
ai,4,3,0.75,برج	
ai,7,5,0.7143,الهادئ	
ai,9,6,0.6667,مدني	
ai,4,3,0.75,الرامي	
ai,10,7,0.7,وإيطاليا	
ai,20,7,0.35,واسبانيا	
ai,6,4,0.6667,إيمانويل	
ai,9,4,0.4444,حنفي	
ai,11,6,0.5455,الاثنين	
ai,10,6,0.6,لحنفي	
ai,7,4,0.5714,نيويورك	
ai,7,4,0.5714,بالحكم	
ai,7,3,0.4286,لندن	
ai,11,5,0.4545,الحصري	
ai,7,6,0.8571,للقاعدة	
ai,11,7,0.6364,بأكبر	
ai,5,4,0.8,جدي	
ai,11,6,0.5455,ومارتن	
ai,11,6,0.5455,إميل	
ai,4,4,1.0,الراشد	
ai,7,6,0.8571,والاتحاد	
ai,7,6,0.8571,وعقبة	
ai,2,2,1.0,وفاء	
ai,8,8,1.0,لنضال	
ai,8,6,0.75,آدم	
ai,8,6,0.75,سميث	
ai,8,6,0.75,خديجة	
ai,8,6,0.75,سامي	
ai,8,6,0.75,البارودي	
ai,5,5,1.0,الغزل	
ai,4,4,1.0,للبارودي	
ai,5,3,0.6,كتبته	
ai,9,5,0.5556,والشرع	
ai,9,5,0.5556,للحق	
ai,8,4,0.5,وبغداد	
ai,7,5,0.7143,وبالتضامن	
ai,4,3,0.75,طاهر	
ai,7,3,0.4286,الحمل	
ai,12,9,0.75,بشار	
ai,12,9,0.75,الأسد	
ai,14,10,0.7143,وإيران	
ai,9,4,0.4444,المملوكة	
ai,7,4,0.5714,سكوت	
ai,4,3,0.75,والركن	
ai,10,9,0.9,النُسَخ	
ai,3,3,1.0,وكرامتهم	
ai,8,6,0.75,وإلهام	
ai,10,6,0.6,حرمان	
ai,8,5,0.625,حرماناً	
ai,8,8,1.0,ونضال	
ai,10,6,0.6,فالحياة	
ai,10,7,0.7,لبن	
ai,7,4,0.5714,خالدي	
ai,6,6,1.0,طارق	
ai,8,6,0.75,كيانا	
ai,19,3,0.1579,بالغزل	
ai,7,6,0.8571,بعمل	
ai,8,4,0.5,والعقاب	
ai,4,4,1.0,كالشرع	
ai,12,9,0.75,الظاهرية	
ai,7,6,0.8571,للحكم	
ai,12,8,0.6667,فعلي	
ai,16,6,0.375,ترسانة	
ai,2,2,1.0,كقاعدة	
ai,9,6,0.6667,بينهن	
ai,5,4,0.8,للسلامة	
ai,7,6,0.8571,بالاتحاد	
ai,7,6,0.8571,برشلونة	
ai,5,3,0.6,بإقبال	
ai,5,5,1.0,سريانه	
ai,8,5,0.625,سريان	
ai,6,4,0.6667,سعادتها	
ai,16,11,0.6875,لأبيه	
ai,16,11,0.6875,ولبنان	
ai,16,11,0.6875,بحديث	
ai,7,4,0.5714,الوزير	
ai,11,6,0.5455,لوزير	
ai,6,5,0.8333,محله	
ai,6,5,0.8333,سند	
ai,5,5,1.0,ومتى	
ai,8,6,0.75,كرامته	
ai,8,5,0.625,للراجح	
ai,10,8,0.8,تركة	
ai,6,6,1.0,تيمية	
ai,7,7,1.0,فرج	
ai,7,6,0.8571,وباقي	
ai,16,9,0.5625,حديد	
ai,16,9,0.5625,بسلطان	
ai,4,2,0.5,وفيما	
ai,6,4,0.6667,الأردن	
ai,8,3,0.375,قادرٍ	
ai,5,4,0.8,بإبرام	
ai,5,5,1.0,وطويل	
ai,8,6,0.75,وللحد	
ai,7,5,0.7143,والنقاش	
ai,7,5,0.7143,بالصور	
ai,9,4,0.4444,الويب	
ai,4,4,1.0,للحمل	
ai,7,6,0.8571,تضامن	
ai,7,4,0.5714,كقطاع	
ai,11,8,0.7273,بُني	
ai,5,4,0.8,أبريل	
ai,6,4,0.6667,بالكرامة	
ai,7,4,0.5714,ومورد	
ai,4,3,0.75,للمحيط	
ai,4,2,0.5,متى	
ai,4,2,0.5,لأكبر	
ai,3,2,0.6667,والمحيطين	
ai,8,4,0.5,ومناخ	
ai,14,10,0.7143,وآيات	
ai,11,8,0.7273,شرّع	
ai,6,5,0.8333,والآيات	
ai,8,8,1.0,خالد	
ai,11,4,0.3636,الانترنت	
ai,11,4,0.3636,للانترنت	
ai,3,2,0.6667,تُترك	
ai,11,5,0.4545,ولجان	
ai,12,5,0.4167,رمضان	
ai,2,2,1.0,فيينا	
ai,7,5,0.7143,بالتنصير	
ai,4,2,0.5,والسعادة	
ai,7,4,0.5714,التنصير	
ai,12,4,0.3333,هنري	
ai,4,2,0.5,ماريو	
ai,7,7,1.0,شقير	
ai,7,7,1.0,زينب	
ai,4,3,0.75,الفراعنة	
ai,8,5,0.625,ورضاً	
ai,3,3,1.0,والصادق	
