label,word_count,tfidf_sample
ai,122,"{15: 1.2162, 26: 5.0345, 159: 0.8645, 180: 6.4544, 215: 0.3028}"
ai,72,"{27: 2.0261, 159: 0.8645, 215: 0.3028, 812: 2.7966, 924: 9.2411}"
ai,78,"{15: 1.2162, 331: 3.0902, 360: 3.2343, 369: 4.6085, 412: 2.6464}"
ai,105,"{9: 4.3161, 159: 1.729, 192: 5.4345, 215: 0.4542, 250: 6.9063}"
ai,135,"{58: 4.4934, 215: 0.3028, 306: 1.5586, 336: 3.1807, 360: 3.2343}"
ai,97,"{215: 0.1514, 306: 1.5586, 518: 3.4384, 900: 3.3984, 1009: 0.4344}"
ai,56,"{27: 2.0261, 58: 4.4934, 215: 0.3028, 252: 15.1816, 1009: 0.2172}"
ai,64,"{159: 0.8645, 215: 0.4542, 252: 15.1816, 306: 1.5586, 546: 2.5466}"
ai,111,"{15: 1.2162, 159: 2.5935, 192: 5.4345, 215: 0.1514, 236: 5.4965}"
ai,131,"{15: 1.2162, 40: 3.5083, 126: 4.9402, 159: 1.729, 215: 0.4542}"
ai,106,"{40: 7.0167, 215: 0.3028, 306: 1.5586, 711: 3.5276, 817: 2.6833}"
ai,53,"{27: 2.0261, 215: 0.3028, 650: 5.3407, 1009: 0.2172, 1080: 3.1778}"
ai,64,"{15: 1.2162, 116: 3.2477, 215: 0.3028, 412: 2.6464, 546: 2.5466}"
ai,54,"{31: 3.0194, 86: 4.9604, 159: 1.729, 574: 1.8013, 737: 9.5047}"
ai,114,"{15: 1.2162, 89: 10.9815, 134: 4.7091, 159: 0.8645, 167: 4.0675}"
ai,82,"{101: 4.5437, 215: 0.6055, 255: 5.3065, 306: 1.5586, 574: 1.8013}"
ai,69,"{159: 0.8645, 212: 5.2922, 215: 0.3028, 274: 4.7524, 546: 2.5466}"
ai,56,"{15: 1.2162, 36: 2.8814, 159: 0.8645, 215: 0.3028, 478: 5.7314}"
ai,176,"{9: 4.3161, 40: 3.5083, 157: 3.4428, 215: 1.0597, 336: 3.1807}"
ai,127,"{27: 2.0261, 196: 4.8005, 215: 0.1514, 254: 5.6006, 300: 5.0456}"
ai,92,"{115: 3.0803, 172: 3.3136, 215: 0.1514, 306: 1.5586, 360: 6.4686}"
ai,54,"{115: 3.0803, 196: 4.8005, 215: 0.1514, 243: 3.8461, 306: 1.5586}"
ai,61,"{54: 6.2873, 215: 0.1514, 306: 1.5586, 360: 3.2343, 875: 5.5201}"
ai,100,"{15: 1.2162, 40: 3.5083, 215: 0.3028, 435: 5.7493, 497: 11.6637}"
ai,122,"{27: 2.0261, 40: 3.5083, 69: 3.0233, 157: 3.4428, 159: 0.8645}"
ai,124,"{15: 1.2162, 27: 2.0261, 116: 3.2477, 159: 1.729, 172: 3.3136}"
ai,67,"{27: 2.0261, 69: 6.0466, 215: 0.3028, 458: 3.4332, 490: 5.278}"
ai,90,"{15: 1.2162, 159: 0.8645, 215: 0.3028, 500: 2.0471, 546: 2.5466}"
ai,65,"{125: 4.7496, 159: 0.8645, 215: 0.3028, 331: 3.0902, 361: 5.5024}"
ai,136,"{15: 1.2162, 33: 5.6673, 204: 5.0345, 215: 0.4542, 218: 4.6526}"
ai,127,"{215: 0.1514, 291: 8.0083, 306: 1.5586, 373: 2.4812, 711: 3.5276}"
ai,50,"{27: 2.0261, 159: 0.8645, 215: 0.1514, 266: 6.4696, 1009: 0.4344}"
ai,80,"{15: 1.2162, 90: 5.7168, 215: 0.1514, 412: 2.6464, 417: 2.2449}"
ai,87,"{15: 1.2162, 31: 3.0194, 40: 3.5083, 215: 0.4542, 451: 4.5896}"
ai,119,"{15: 1.2162, 27: 2.0261, 36: 5.7628, 159: 0.8645, 204: 10.0691}"
ai,90,"{36: 8.6443, 159: 1.729, 215: 0.3028, 306: 1.5586, 346: 4.7579}"
ai,61,"{15: 1.2162, 27: 2.0261, 36: 2.8814, 159: 0.8645, 215: 0.3028}"
ai,62,"{15: 1.2162, 36: 2.8814, 215: 0.4542, 346: 9.5158, 444: 3.8871}"
ai,66,"{15: 1.2162, 86: 4.9604, 215: 0.1514, 574: 1.8013, 1009: 0.6516}"
ai,119,"{4: 5.1428, 15: 1.2162, 215: 0.1514, 301: 3.5904, 314: 4.6908}"
ai,97,"{15: 1.2162, 27: 2.0261, 36: 2.8814, 103: 6.1114, 159: 0.8645}"
ai,55,"{27: 2.0261, 215: 0.1514, 482: 5.5503, 682: 6.1606, 863: 4.224}"
ai,59,"{15: 1.2162, 215: 0.3028, 590: 4.1967, 812: 2.7966, 1009: 0.2172}"
ai,155,"{15: 1.2162, 159: 0.8645, 183: 5.882, 215: 0.4542, 404: 5.5942}"
ai,123,"{27: 2.0261, 31: 3.0194, 69: 3.0233, 132: 4.7691, 159: 0.8645}"
ai,116,"{90: 5.7168, 159: 3.458, 215: 0.3028, 306: 1.5586, 417: 2.2449}"
ai,55,"{15: 1.2162, 27: 2.0261, 175: 5.8157, 215: 0.1514, 1009: 0.4344}"
ai,74,"{15: 1.2162, 159: 0.8645, 215: 0.1514, 438: 4.2175, 574: 1.8013}"
ai,80,"{15: 1.2162, 183: 8.823, 215: 0.3028, 281: 5.1387, 306: 1.5586}"
ai,123,"{101: 4.5437, 157: 3.4428, 159: 0.8645, 180: 6.4544, 252: 5.0605}"
ai,102,"{183: 2.941, 215: 0.1514, 412: 2.6464, 546: 2.5466, 797: 3.2607}"
ai,76,"{27: 2.0261, 116: 3.2477, 159: 0.8645, 215: 0.1514, 364: 5.3813}"
ai,61,"{15: 1.2162, 157: 3.4428, 215: 0.1514, 360: 3.2343, 412: 2.6464}"
ai,39,"{183: 2.941, 281: 5.1387, 306: 1.5586, 395: 5.9806, 500: 2.0471}"
ai,115,"{15: 1.2162, 112: 22.3767, 215: 0.6055, 306: 1.5586, 369: 4.6085}"
ai,139,"{15: 1.2162, 31: 3.0194, 112: 22.3767, 116: 3.2477, 159: 0.8645}"
ai,61,"{27: 2.0261, 95: 4.6526, 159: 0.8645, 215: 0.1514, 436: 2.2393}"
ai,97,"{15: 1.2162, 112: 16.7825, 215: 0.3028, 297: 3.1007, 436: 2.2393}"
ai,76,"{183: 2.941, 229: 2.6942, 281: 5.1387, 360: 3.2343, 373: 2.4812}"
ai,121,"{15: 1.2162, 159: 0.8645, 162: 6.655, 215: 0.3028, 271: 4.9172}"
ai,106,"{27: 2.0261, 215: 0.4542, 229: 2.6942, 240: 4.6601, 306: 1.5586}"
ai,83,"{27: 2.0261, 215: 0.4542, 229: 2.6942, 240: 4.6601, 295: 2.6427}"
ai,58,"{15: 1.2162, 215: 0.6055, 987: 3.2935, 1009: 0.2172, 1161: 2.5876}"
ai,61,"{159: 0.8645, 215: 0.4542, 331: 3.0902, 412: 2.6464, 417: 2.2449}"
ai,54,"{15: 1.2162, 159: 1.729, 215: 0.1514, 229: 2.6942, 240: 4.6601}"
ai,56,"{15: 1.2162, 42: 5.5024, 215: 0.3028, 427: 4.6352, 978: 3.995}"
ai,128,"{15: 1.2162, 159: 0.8645, 183: 2.941, 215: 0.7569, 495: 5.7024}"
ai,97,"{42: 11.0047, 215: 0.7569, 380: 6.0388, 412: 2.6464, 495: 5.7024}"
ai,71,"{26: 5.0345, 27: 2.0261, 159: 0.8645, 183: 2.941, 215: 0.7569}"
ai,58,"{15: 1.2162, 95: 4.6526, 215: 0.4542, 987: 3.2935, 1009: 0.4344}"
ai,155,"{154: 6.7122, 215: 0.9083, 389: 4.2438, 417: 6.7348, 435: 2.8746}"
ai,131,"{15: 1.2162, 115: 3.0803, 159: 0.8645, 215: 0.3028, 368: 4.2143}"
ai,128,"{30: 6.3536, 116: 3.2477, 641: 3.6483, 699: 4.5872, 869: 2.7602}"
ai,69,"{72: 4.5459, 159: 0.8645, 183: 2.941, 215: 0.6055, 500: 2.0471}"
ai,106,"{15: 1.2162, 72: 4.5459, 183: 2.941, 215: 0.1514, 291: 4.0041}"
ai,108,"{36: 2.8814, 134: 4.7091, 136: 7.2428, 215: 0.6055, 306: 1.5586}"
ai,122,"{15: 1.2162, 90: 5.7168, 157: 3.4428, 159: 0.8645, 215: 0.6055}"
ai,88,"{64: 2.5844, 157: 3.4428, 215: 0.4542, 546: 2.5466, 662: 5.6006}"
ai,56,"{27: 2.0261, 183: 2.941, 215: 0.4542, 380: 6.0388, 590: 4.1967}"
ai,58,"{15: 1.2162, 215: 0.3028, 427: 4.6352, 682: 3.0803, 790: 5.6334}"
ai,83,"{36: 2.8814, 136: 7.2428, 159: 0.8645, 215: 0.4542, 331: 3.0902}"
ai,124,"{15: 1.2162, 69: 3.0233, 157: 3.4428, 159: 0.8645, 167: 4.0675}"
ai,94,"{157: 6.8857, 435: 2.8746, 641: 3.6483, 1009: 1.086, 1039: 2.77}"
ai,63,"{15: 1.2162, 154: 6.7122, 157: 3.4428, 215: 0.4542, 833: 3.2004}"
ai,68,"{15: 1.2162, 215: 0.1514, 574: 1.8013, 912: 4.6934, 1009: 0.8688}"
ai,56,"{15: 1.2162, 159: 0.8645, 215: 0.1514, 427: 4.6352, 546: 2.5466}"
ai,123,"{15: 1.2162, 69: 3.0233, 159: 0.8645, 183: 2.941, 215: 0.6055}"
ai,124,"{12: 4.1146, 15: 1.2162, 23: 5.3457, 27: 2.0261, 159: 0.8645}"
ai,61,"{159: 0.8645, 215: 0.3028, 239: 6.4245, 331: 3.0902, 412: 2.6464}"
ai,130,"{15: 1.2162, 159: 1.729, 183: 5.882, 215: 1.0597, 301: 3.5904}"
ai,133,"{8: 4.8914, 15: 1.2162, 27: 2.0261, 69: 6.0466, 159: 0.8645}"
ai,52,"{15: 1.2162, 159: 0.8645, 215: 0.4542, 500: 2.0471, 540: 5.4735}"
ai,123,"{15: 1.2162, 36: 5.7628, 72: 4.5459, 215: 0.3028, 373: 2.4812}"
ai,85,"{183: 2.941, 215: 0.4542, 518: 3.4384, 662: 5.6006, 673: 3.9202}"
ai,72,"{27: 2.0261, 159: 0.8645, 215: 0.3028, 500: 2.0471, 518: 3.4384}"
ai,58,"{15: 1.2162, 183: 2.941, 215: 0.3028, 574: 1.8013, 814: 4.2605}"
ai,69,"{27: 2.0261, 195: 6.0591, 215: 0.1514, 574: 1.8013, 979: 5.7387}"
ai,120,"{69: 3.0233, 159: 0.8645, 167: 4.0675, 215: 0.6055, 252: 5.0605}"
ai,87,"{158: 8.8588, 159: 0.8645, 215: 0.7569, 252: 5.0605, 306: 1.5586}"
ai,82,"{101: 4.5437, 159: 1.729, 215: 0.6055, 560: 4.6038, 749: 4.9107}"
ai,67,"{15: 1.2162, 159: 0.8645, 215: 0.4542, 252: 5.0605, 812: 2.7966}"
ai,119,"{15: 2.4325, 69: 6.0466, 172: 13.2545, 215: 0.4542, 244: 6.4544}"
ai,96,"{15: 1.2162, 69: 9.0699, 115: 3.0803, 172: 13.2545, 215: 0.6055}"
ai,67,"{69: 9.0699, 172: 9.9408, 215: 0.3028, 494: 16.1596, 608: 5.9435}"
ai,66,"{15: 1.2162, 36: 2.8814, 69: 6.0466, 172: 6.6272, 215: 0.1514}"
ai,47,"{136: 7.2428, 215: 0.3028, 306: 1.5586, 389: 4.2438, 417: 2.2449}"
ai,120,"{15: 2.4325, 25: 4.5041, 69: 6.0466, 89: 5.4907, 116: 3.2477}"
ai,107,"{15: 1.2162, 117: 4.8239, 215: 0.6055, 276: 6.2373, 509: 4.9604}"
ai,65,"{215: 0.3028, 478: 5.7314, 546: 2.5466, 574: 1.8013, 749: 4.9107}"
ai,66,"{15: 1.2162, 69: 3.0233, 116: 3.2477, 172: 3.3136, 215: 0.3028}"
ai,164,"{15: 1.2162, 69: 3.0233, 159: 1.729, 215: 0.7569, 229: 5.3884}"
ai,123,"{15: 1.2162, 27: 2.0261, 183: 2.941, 215: 0.6055, 412: 2.6464}"
ai,92,"{105: 5.0605, 215: 0.1514, 306: 1.5586, 373: 2.4812, 424: 4.2031}"
ai,77,"{27: 2.0261, 115: 3.0803, 159: 0.8645, 215: 0.4542, 436: 2.2393}"
ai,63,"{15: 1.2162, 159: 0.8645, 215: 0.4542, 399: 5.4345, 417: 2.2449}"
ai,166,"{41: 4.7441, 117: 4.8239, 159: 1.729, 196: 4.8005, 215: 0.6055}"
ai,115,"{15: 1.2162, 27: 2.0261, 36: 2.8814, 115: 3.0803, 116: 3.2477}"
ai,138,"{15: 1.2162, 27: 2.0261, 36: 11.5257, 115: 3.0803, 159: 1.729}"
ai,74,"{27: 2.0261, 436: 2.2393, 438: 4.2175, 500: 2.0471, 527: 3.8394}"
ai,79,"{159: 0.8645, 162: 6.655, 215: 0.6055, 306: 1.5586, 331: 3.0902}"
ai,55,"{27: 2.0261, 116: 3.2477, 851: 13.3003, 1009: 0.4344, 1212: 2.1804}"
ai,46,"{15: 1.2162, 36: 2.8814, 95: 4.6526, 306: 1.5586, 369: 4.6085}"
ai,82,"{215: 0.3028, 817: 2.6833, 978: 3.995, 1009: 0.4344, 1063: 7.9927}"
ai,121,"{159: 0.8645, 215: 0.4542, 306: 1.5586, 324: 2.8204, 412: 2.6464}"
ai,110,"{115: 3.0803, 215: 0.6055, 306: 1.5586, 360: 3.2343, 412: 2.6464}"
ai,53,"{215: 0.3028, 240: 4.6601, 796: 6.2252, 858: 5.3161, 1009: 0.4344}"
ai,64,"{15: 1.2162, 159: 0.8645, 215: 0.3028, 306: 1.5586, 360: 3.2343}"
ai,75,"{8: 4.8914, 159: 0.8645, 194: 4.9172, 215: 0.1514, 339: 3.6328}"
ai,125,"{159: 0.8645, 191: 3.38, 215: 0.7569, 331: 3.0902, 373: 4.9624}"
ai,89,"{15: 1.2162, 27: 2.0261, 212: 5.2922, 215: 0.1514, 229: 2.6942}"
ai,63,"{27: 2.0261, 159: 0.8645, 215: 0.4542, 350: 5.0057, 795: 4.6526}"
ai,61,"{15: 1.2162, 215: 0.7569, 391: 3.5665, 659: 2.6882, 987: 3.2935}"
ai,79,"{122: 5.0345, 215: 0.3028, 235: 5.5751, 291: 4.0041, 978: 3.995}"
ai,129,"{15: 1.2162, 17: 4.848, 27: 2.0261, 94: 5.0568, 116: 3.2477}"
ai,96,"{15: 1.2162, 16: 5.371, 72: 4.5459, 189: 5.0092, 215: 0.1514}"
ai,52,"{27: 2.0261, 146: 5.5381, 412: 2.6464, 430: 5.9435, 560: 4.6038}"
ai,57,"{15: 1.2162, 215: 0.3028, 360: 3.2343, 423: 4.4765, 978: 3.995}"
ai,105,"{15: 1.2162, 64: 5.1689, 94: 5.0568, 145: 6.8374, 215: 0.7569}"
ai,133,"{15: 1.2162, 167: 4.0675, 183: 5.882, 211: 4.4415, 215: 0.3028}"
ai,100,"{116: 3.2477, 215: 0.1514, 401: 17.3002, 417: 2.2449, 500: 2.0471}"
ai,75,"{27: 2.0261, 159: 0.8645, 215: 0.4542, 401: 17.3002, 447: 7.0331}"
ai,110,"{15: 1.2162, 215: 0.4542, 306: 1.5586, 401: 17.3002, 500: 2.0471}"
ai,173,"{3: 6.1554, 18: 4.8883, 31: 3.0194, 159: 0.8645, 215: 0.6055}"
ai,121,"{157: 3.4428, 215: 0.9083, 216: 5.3065, 297: 6.2015, 385: 5.1973}"
ai,96,"{15: 3.6487, 116: 3.2477, 157: 6.8857, 215: 0.6055, 306: 1.5586}"
ai,70,"{27: 2.0261, 215: 0.1514, 812: 2.7966, 814: 4.2605, 1009: 0.4344}"
ai,63,"{15: 1.2162, 95: 4.6526, 215: 0.4542, 297: 3.1007, 574: 1.8013}"
ai,82,"{98: 5.2687, 215: 0.1514, 306: 1.5586, 360: 3.2343, 414: 5.5942}"
ai,121,"{27: 2.0261, 69: 3.0233, 159: 0.8645, 215: 0.3028, 220: 3.7393}"
ai,85,"{103: 6.1114, 215: 0.1514, 306: 1.5586, 369: 9.2171, 391: 3.5665}"
ai,53,"{27: 2.0261, 215: 0.1514, 331: 3.0902, 412: 2.6464, 525: 2.9081}"
ai,71,"{15: 1.2162, 215: 0.4542, 220: 3.7393, 427: 4.6352, 546: 2.5466}"
ai,60,"{360: 3.2343, 702: 5.0021, 788: 5.5082, 893: 4.2914, 955: 5.4076}"
ai,121,"{15: 1.2162, 27: 2.0261, 159: 0.8645, 185: 5.278, 215: 0.4542}"
ai,107,"{204: 15.1036, 215: 0.4542, 245: 4.5896, 274: 9.5047, 306: 1.5586}"
ai,7,"{229: 2.6942, 1212: 2.1804, 3561: 4.5106, 6523: 2.8608, 7428: 3.7116}"
ai,74,"{159: 0.8645, 215: 0.3028, 308: 5.1592, 527: 3.8394, 574: 1.8013}"
ai,54,"{215: 0.3028, 229: 2.6942, 306: 1.5586, 417: 2.2449, 427: 4.6352}"
ai,71,"{116: 3.2477, 306: 1.5586, 360: 3.2343, 659: 2.6882, 687: 6.0901}"
ai,130,"{15: 1.2162, 27: 2.0261, 116: 3.2477, 159: 0.8645, 215: 0.4542}"
ai,95,"{27: 2.0261, 116: 3.2477, 159: 0.8645, 183: 2.941, 215: 0.6055}"
ai,65,"{116: 3.2477, 215: 0.3028, 297: 3.1007, 436: 2.2393, 507: 3.4369}"
ai,127,"{15: 1.2162, 36: 2.8814, 41: 4.7441, 69: 3.0233, 215: 0.7569}"
ai,84,"{15: 1.2162, 215: 0.4542, 369: 4.6085, 438: 8.4351, 574: 1.8013}"
ai,52,"{15: 1.2162, 215: 0.1514, 306: 1.5586, 507: 3.4369, 812: 2.7966}"
ai,66,"{40: 3.5083, 215: 0.1514, 229: 5.3884, 574: 1.8013, 711: 3.5276}"
ai,118,"{95: 4.6526, 215: 0.3028, 271: 4.9172, 297: 6.2015, 348: 5.8565}"
ai,123,"{26: 5.0345, 116: 3.2477, 157: 6.8857, 215: 0.6055, 435: 2.8746}"
ai,58,"{27: 2.0261, 95: 4.6526, 215: 0.1514, 348: 5.8565, 812: 2.7966}"
ai,80,"{15: 1.2162, 183: 2.941, 215: 0.3028, 271: 4.9172, 348: 5.8565}"
ai,170,"{15: 1.2162, 36: 5.7628, 159: 0.8645, 215: 0.3028, 417: 2.2449}"
ai,118,"{15: 1.2162, 27: 2.0261, 115: 3.0803, 159: 1.729, 215: 0.7569}"
ai,112,"{95: 4.6526, 159: 0.8645, 215: 0.4542, 306: 3.1171, 360: 3.2343}"
ai,83,"{27: 2.0261, 42: 5.5024, 159: 1.729, 215: 0.1514, 458: 3.4332}"
ai,81,"{9: 4.3161, 15: 1.2162, 101: 4.5437, 159: 0.8645, 215: 0.4542}"
ai,83,"{64: 2.5844, 306: 1.5586, 574: 1.8013, 797: 3.2607, 1009: 0.6516}"
ai,128,"{69: 3.0233, 159: 1.729, 183: 2.941, 215: 0.4542, 297: 3.1007}"
ai,105,"{116: 3.2477, 159: 1.729, 215: 0.4542, 821: 3.3661, 864: 3.0001}"
ai,69,"{27: 2.0261, 116: 3.2477, 159: 0.8645, 215: 0.1514, 331: 3.0902}"
ai,60,"{15: 1.2162, 215: 0.3028, 500: 2.0471, 1009: 0.4344, 1212: 2.1804}"
ai,56,"{36: 5.7628, 167: 4.0675, 1009: 0.4344, 1487: 6.1667, 1660: 3.3751}"
ai,135,"{9: 4.3161, 72: 4.5459, 116: 3.2477, 159: 1.729, 215: 0.7569}"
ai,86,"{40: 3.5083, 159: 1.729, 215: 0.1514, 450: 5.532, 550: 3.9695}"
ai,102,"{27: 2.0261, 159: 0.8645, 215: 0.4542, 436: 2.2393, 645: 4.5618}"
ai,55,"{159: 0.8645, 215: 0.4542, 306: 1.5586, 360: 3.2343, 812: 2.7966}"
ai,88,"{15: 1.2162, 36: 2.8814, 215: 0.1514, 306: 1.5586, 360: 3.2343}"
ai,125,"{15: 1.2162, 27: 2.0261, 114: 10.5468, 123: 6.3002, 159: 3.458}"
ai,98,"{159: 1.729, 215: 0.7569, 435: 2.8746, 505: 9.461, 749: 4.9107}"
ai,89,"{27: 2.0261, 159: 1.729, 215: 0.4542, 292: 4.6377, 505: 4.7305}"
ai,58,"{159: 0.8645, 215: 0.1514, 229: 2.6942, 306: 1.5586, 611: 4.8239}"
ai,100,"{15: 1.2162, 215: 0.6055, 229: 8.0827, 324: 2.8204, 373: 2.4812}"
ai,114,"{15: 1.2162, 25: 4.5041, 27: 2.0261, 124: 5.8733, 215: 0.4542}"
ai,101,"{27: 2.0261, 52: 4.8788, 215: 0.3028, 301: 3.5904, 750: 4.7976}"
ai,49,"{27: 2.0261, 331: 3.0902, 412: 2.6464, 1127: 5.1469, 1190: 4.8883}"
ai,54,"{159: 1.729, 215: 0.6055, 306: 3.1171, 444: 7.7742, 659: 2.6882}"
ai,147,"{15: 1.2162, 64: 2.5844, 157: 3.4428, 196: 4.8005, 215: 0.3028}"
ai,119,"{15: 1.2162, 27: 2.0261, 115: 3.0803, 215: 0.3028, 412: 2.6464}"
ai,98,"{103: 6.1114, 159: 2.5935, 215: 0.4542, 435: 2.8746, 510: 3.5059}"
ai,52,"{27: 2.0261, 215: 0.1514, 301: 3.5904, 331: 3.0902, 412: 2.6464}"
ai,68,"{215: 0.1514, 510: 3.5059, 550: 3.9695, 574: 1.8013, 833: 3.2004}"
ai,98,"{15: 1.2162, 95: 4.6526, 157: 3.4428, 215: 0.1514, 373: 2.4812}"
ai,68,"{15: 1.2162, 159: 0.8645, 215: 0.1514, 442: 4.6526, 817: 2.6833}"
ai,111,"{15: 1.2162, 69: 3.0233, 157: 3.4428, 215: 0.6055, 500: 2.0471}"
ai,115,"{52: 4.8788, 115: 3.0803, 211: 8.883, 215: 0.1514, 251: 4.7414}"
ai,90,"{215: 0.1514, 306: 3.1171, 387: 5.9078, 900: 3.3984, 1009: 0.8688}"
ai,60,"{211: 4.4415, 215: 0.3028, 283: 5.5626, 301: 3.5904, 412: 2.6464}"
ai,66,"{32: 5.2368, 211: 4.4415, 215: 0.3028, 306: 1.5586, 387: 5.9078}"
ai,86,"{157: 3.4428, 215: 0.4542, 435: 2.8746, 510: 3.5059, 574: 1.8013}"
ai,122,"{15: 1.2162, 18: 4.8883, 159: 1.729, 215: 0.6055, 306: 1.5586}"
ai,108,"{27: 2.0261, 159: 1.729, 215: 0.3028, 301: 3.5904, 622: 10.8045}"
ai,78,"{159: 0.8645, 215: 0.3028, 488: 5.5503, 1006: 2.5819, 1009: 0.2172}"
ai,55,"{15: 1.2162, 27: 2.0261, 159: 1.729, 215: 0.7569, 306: 1.5586}"
ai,96,"{15: 1.2162, 90: 5.7168, 157: 3.4428, 215: 0.3028, 417: 2.2449}"
ai,127,"{27: 2.0261, 42: 5.5024, 215: 0.4542, 301: 3.5904, 306: 1.5586}"
ai,110,"{159: 0.8645, 183: 5.882, 215: 0.9083, 306: 1.5586, 557: 3.9569}"
ai,60,"{27: 2.0261, 183: 5.882, 673: 3.9202, 1009: 0.6516, 1236: 12.4264}"
ai,83,"{15: 1.2162, 56: 6.4099, 215: 0.3028, 412: 2.6464, 427: 4.6352}"
ai,113,"{15: 1.2162, 69: 3.0233, 105: 5.0605, 115: 3.0803, 116: 3.2477}"
ai,102,"{215: 0.3028, 306: 1.5586, 427: 4.6352, 449: 4.2488, 510: 3.5059}"
ai,64,"{15: 1.2162, 27: 2.0261, 251: 4.7414, 412: 2.6464, 576: 6.2132}"
ai,56,"{215: 0.1514, 331: 3.0902, 444: 3.8871, 485: 3.6061, 987: 3.2935}"
ai,134,"{15: 2.4325, 26: 15.1036, 31: 3.0194, 90: 5.7168, 215: 0.4542}"
ai,135,"{15: 2.4325, 215: 0.1514, 297: 3.1007, 306: 1.5586, 386: 5.4511}"
ai,105,"{31: 3.0194, 41: 4.7441, 215: 0.3028, 306: 1.5586, 321: 5.2874}"
ai,50,"{27: 2.0261, 148: 4.9402, 215: 0.1514, 219: 5.1106, 630: 6.0289}"
ai,75,"{159: 0.8645, 215: 0.3028, 306: 3.1171, 527: 3.8394, 725: 3.7194}"
ai,80,"{26: 5.0345, 31: 3.0194, 64: 2.5844, 215: 0.1514, 301: 3.5904}"
ai,119,"{9: 4.3161, 15: 1.2162, 25: 4.5041, 27: 8.1043, 135: 5.7168}"
ai,132,"{15: 1.2162, 27: 2.0261, 135: 17.1503, 321: 5.2874, 420: 6.601}"
ai,68,"{27: 2.0261, 91: 4.4496, 135: 5.7168, 155: 3.8273, 215: 0.4542}"
ai,128,"{15: 1.2162, 115: 3.0803, 116: 3.2477, 159: 0.8645, 215: 0.4542}"
ai,39,"{135: 5.7168, 296: 3.9771, 306: 1.5586, 417: 2.2449, 504: 3.8472}"
ai,50,"{26: 5.0345, 215: 0.1514, 373: 2.4812, 500: 2.0471, 507: 3.4369}"
ai,123,"{15: 2.4325, 27: 2.0261, 159: 0.8645, 194: 4.9172, 215: 0.6055}"
ai,98,"{159: 2.5935, 215: 1.0597, 306: 3.1171, 412: 2.6464, 659: 2.6882}"
ai,86,"{12: 8.2292, 15: 1.2162, 27: 2.0261, 159: 1.729, 215: 0.3028}"
ai,69,"{12: 4.1146, 15: 1.2162, 69: 3.0233, 159: 0.8645, 215: 0.3028}"
ai,63,"{15: 1.2162, 26: 10.0691, 215: 0.3028, 306: 1.5586, 373: 2.4812}"
ai,129,"{15: 1.2162, 24: 19.2019, 27: 2.0261, 135: 5.7168, 137: 4.2015}"
ai,105,"{115: 3.0803, 135: 5.7168, 215: 0.1514, 273: 5.1802, 306: 3.1171}"
ai,49,"{15: 1.2162, 27: 2.0261, 159: 0.8645, 215: 0.1514, 273: 5.1802}"
ai,65,"{23: 5.3457, 95: 4.6526, 116: 3.2477, 215: 0.1514, 306: 1.5586}"
ai,126,"{27: 2.0261, 36: 2.8814, 69: 3.0233, 116: 3.2477, 215: 0.7569}"
ai,55,"{92: 5.3017, 159: 0.8645, 215: 0.3028, 273: 5.1802, 306: 3.1171}"
ai,168,"{15: 1.2162, 25: 4.5041, 69: 3.0233, 159: 0.8645, 215: 0.7569}"
ai,125,"{69: 3.0233, 159: 0.8645, 215: 0.7569, 391: 3.5665, 574: 3.6025}"
ai,91,"{18: 4.8883, 143: 5.5503, 157: 6.8857, 306: 1.5586, 417: 2.2449}"
ai,43,"{159: 0.8645, 215: 0.1514, 812: 2.7966, 1009: 0.2172, 1814: 1.9104}"
ai,73,"{15: 2.4325, 159: 0.8645, 215: 0.1514, 1009: 0.4344, 1161: 2.5876}"
ai,168,"{26: 5.0345, 66: 5.278, 159: 2.5935, 183: 2.941, 215: 0.6055}"
ai,119,"{24: 4.8005, 117: 4.8239, 155: 3.8273, 159: 2.5935, 215: 0.4542}"
ai,100,"{93: 5.0911, 155: 3.8273, 215: 0.3028, 306: 3.1171, 360: 3.2343}"
ai,66,"{13: 4.848, 27: 2.0261, 115: 3.0803, 155: 3.8273, 159: 0.8645}"
ai,47,"{306: 1.5586, 321: 10.5749, 442: 4.6526, 1009: 0.2172, 1161: 2.5876}"
ai,98,"{26: 5.0345, 64: 5.1689, 159: 0.8645, 350: 5.0057, 554: 4.7747}"
ai,118,"{13: 4.848, 33: 5.6673, 80: 4.901, 159: 0.8645, 170: 5.84}"
ai,84,"{306: 3.1171, 412: 2.6464, 491: 11.0047, 746: 6.5009, 869: 2.7602}"
ai,54,"{36: 2.8814, 115: 3.0803, 275: 4.9336, 331: 3.0902, 412: 2.6464}"
ai,60,"{15: 1.2162, 215: 0.3028, 749: 4.9107, 1009: 0.4344, 1161: 2.5876}"
ai,109,"{26: 5.0345, 64: 2.5844, 125: 4.7496, 159: 2.5935, 215: 0.6055}"
ai,124,"{15: 1.2162, 27: 2.0261, 99: 5.0057, 115: 3.0803, 125: 4.7496}"
ai,80,"{15: 2.4325, 115: 3.0803, 159: 1.729, 215: 0.6055, 306: 3.1171}"
ai,55,"{27: 2.0261, 181: 3.7585, 412: 2.6464, 500: 2.0471, 1009: 0.4344}"
ai,54,"{15: 1.2162, 215: 0.4542, 987: 3.2935, 1009: 0.2172, 1139: 6.5665}"
